Review,Liked,CleanData,Summary,Arabic,Sentiment,root,price,service,food
Eclectic selection.,1,"['Eclectic', 'selection']",Eclectic selection,,neutral,eclect select,,,
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,"['The', 'sweet', 'potato', 'tots', 'good', 'onion', 'rings', 'perfection', 'close', 'I']",The sweet potato tots good onion rings perfection close,,positive,the sweet potato tot good onion ring perfect close i,,,sweet perfect 
The staff was very attentive.,1,"['The', 'staff', 'attentive']",The staff attentive,,positive,the staff attent,,attent ,
And the chef was generous with his time (even came around twice so we can take pictures with him).,1,"['And', 'chef', 'generous', 'time', 'even', 'came', 'around', 'twice', 'take', 'pictures']",And chef generous time even came around twice take pictures,,neutral,and chef gener time even came around twice take pictur,,time ,
"The owner used to work at Nobu, so this place is really similar for half the price.",1,"['The', 'owner', 'used', 'work', 'Nobu', 'place', 'really', 'similar', 'half', 'price']",The owner used work Nobu place really similar half price,,negative,the owner use work nobu place realli similar half price,,,
Google mediocre and I imagine Smashburger will pop up.,0,"['Google', 'mediocre', 'I', 'imagine', 'Smashburger', 'pop']",Google mediocre  imagine Smashburger pop,,negative,googl mediocr i imagin smashburg pop,mediocr ,,
dont go here.,0,"['dont', 'go']",dont go,,neutral,dont go,,,
I promise they won't disappoint.,1,"['I', 'promise', 'wont', 'disappoint']",promise wont disappoint,,neutral,i promis wont disappoint,,,
As a sushi lover avoid this place by all means.,0,"['As', 'sushi', 'lover', 'avoid', 'place', 'means']",As sushi lover avoid place means,,neutral,as sushi lover avoid place mean,,,
What a great double cheeseburger!,1,"['What', 'great', 'double', 'cheeseburger']",What great double cheeseburger,,positive,what great doubl cheeseburg,,great ,
Awesome service and food.,1,"['Awesome', 'service', 'food']",Awesome service food,,positive,awesom servic food,,,
A fantastic neighborhood gem !!!,1,"['A', 'fantastic', 'neighborhood', 'gem']",fantastic neighborhood gem,,positive,a fantast neighborhood gem,,,
I can't wait to go back.,1,"['I', 'cant', 'wait', 'go', 'back']",cant wait go back,,neutral,i cant wait go back,,wait ,
The plantains were the worst I've ever tasted.,0,"['The', 'plantains', 'worst', 'Ive', 'ever', 'tasted']",The plantains worst Ive ever tasted,,negative,the plantain worst ive ever tast,,worst ,
It's a great place and I highly recommend it.,1,"['Its', 'great', 'place', 'I', 'highly', 'recommend']",Its great place  highly recommend,,positive,it great place i highli recommend,,great ,recommend 
Service was slow and not attentive.,0,"['Service', 'slow', 'not', 'attentive']",Service slow not attentive,,negative,servic slow not attent,,slow attent ,
"I gave it 5 stars then, and I'm giving it 5 stars now.",1,"['I', 'gave', '5', 'stars', 'Im', 'giving', '5', 'stars']",gave  stars Im giving  stars,,neutral,i gave 5 star im give 5 star,,,
Your staff spends more time talking to themselves than me.,0,"['Your', 'staff', 'spends', 'time', 'talking']",Your staff spends time talking,,positive,your staff spend time talk,,time ,
Dessert: Panna Cotta was amazing.,1,"['Dessert', 'Panna', 'Cotta', 'amazing']",Dessert Panna Cotta amazing,,positive,dessert panna cotta amaz,,,amaz 
"Very good food, great atmosphere.1",1,"['Very', 'good', 'food', 'great', 'atmosphere1']",Very good food great,,positive,veri good food great atmosphere1,,great ,
Damn good steak.,1,"['Damn', 'good', 'steak']",Damn good steak,,positive,damn good steak,,,
Total brunch fail.,0,"['Total', 'brunch', 'fail']",Total brunch fail,,negative,total brunch fail,,,
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,"['Prices', 'reasonable', 'flavors', 'spot', 'sauce', 'home', 'made', 'slaw', 'not', 'drenched', 'mayo']",Prices reasonable flavors spot sauce home made slaw not drenched mayo,,positive,price reason flavor spot sauc home made slaw not drench mayo,,,flavor 
"The decor is nice, and the piano music soundtrack is pleasant.",1,"['The', 'decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']",The decor nice piano music soundtrack pleasant,,positive,the decor nice piano music soundtrack pleasant,pleasant ,,
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,"['The', 'steak', 'amazingrge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']",The steak amazingrge fillet relleno best seafood plate ever,,positive,the steak amazingrg fillet relleno best seafood plate ever,,,
"Good food , good service .",1,"['Good', 'food', 'good', 'service']",Good food good service,,positive,good food good servic,,,
It was absolutely amazing.,1,"['It', 'absolutely', 'amazing']",It absolutely amazing,,positive,it absolut amaz,,,amaz 
"I probably won't be back, to be honest.",0,"['I', 'probably', 'wont', 'back', 'honest']",probably wont back honest,,positive,i probabl wont back honest,,,
will definitely be back!,1,"['definitely', 'back']",definitely back,,neutral,definit back,,,
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,"['The', 'sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']",The sergeant pepper beef sandwich auju sauce excellent sandwich well,,positive,the sergeant pepper beef sandwich auju sauc excel sandwich well,,,
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,"['Hawaiian', 'Breeze', 'Mango', 'Magic', 'Pineapple', 'Delight', 'smoothies', 'Ive', 'tried', 'far', 'theyre', 'good']",Hawaiian Breeze Mango Magic Pineapple Delight smoothies Ive tried far theyre good,,positive,hawaiian breez mango magic pineappl delight smoothi ive tri far theyr good,delight ,,
Went for lunch - service was slow.,0,"['Went', 'lunch', 'service', 'slow']",Went lunch service slow,,negative,went lunch servic slow,,slow ,
"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,"['We', 'much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']",We much say place walked expected amazing quickly disappointed,,negative,we much say place walk expect amaz quickli disappoint,,,amaz 
I was mortified.,0,"['I', 'mortified']",mortified,,neutral,i mortifi,,,
"Needless to say, we will never be back here again.",0,"['Needless', 'say', 'never', 'back']",Needless say never back,,negative,needless say never back,,,
"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,"['Anyways', 'The', 'food', 'definitely', 'not', 'filling', 'price', 'pay', 'expect']",Anyways The food definitely not filling price pay expect,,positive,anyway the food definit not fill price pay expect,,,
"The chips that came out were dripping with grease, and mostly not edible.",0,"['The', 'chips', 'came', 'dripping', 'grease', 'mostly', 'not', 'edible']",The chips came dripping grease mostly not edible,,negative,the chip came drip greas mostli not edibl,,,
I wasn't really impressed with Strip Steak.,0,"['I', 'wasnt', 'really', 'impressed', 'Strip', 'Steak']",wasnt really impressed Strip Steak,,positive,i wasnt realli impress strip steak,,impress ,
Have been going since 2007 and every meal has been awesome!!,1,"['Have', 'going', 'since', '2007', 'every', 'meal', 'awesome']",Have going since  every meal awesome,,positive,have go sinc 2007 everi meal awesom,,,
Our server was very nice and attentive as were the other serving staff.,1,"['Our', 'server', 'nice', 'attentive', 'serving', 'staff']",Our server nice attentive serving staff,,positive,our server nice attent serv staff,,attent ,
The cashier was friendly and even brought the food out to me.,1,"['The', 'cashier', 'friendly', 'even', 'brought', 'food']",The cashier friendly even brought food,,positive,the cashier friendli even brought food,,,
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,"['I', 'work', 'hospitality', 'industry', 'Paradise', 'Valley', 'refrained', 'recommending', 'Cibo', 'longer']",work hospitality industry Paradise Valley refrained recommending Cibo longer,,neutral,i work hospit industri paradis valley refrain recommend cibo longer,,,recommend 
The atmosphere here is fun.,1,"['The', 'atmosphere', 'fun']",The atmosphere fun,,positive,the atmospher fun,,,
Would not recommend to others.,0,"['Would', 'not', 'recommend', 'others']",Would not recommend others,,neutral,would not recommend other,,,recommend 
"Service is quick and even ""to go"" orders are just like we like it!",1,"['Service', 'quick', 'even', 'go', 'orders', 'like', 'like']",Service quick even go orders like like,,positive,servic quick even go order like like,,quick ,
"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,"['I', 'mean', 'really', 'get', 'famous', 'fish', 'chips', 'terrible']",mean really get famous fish chips terrible,,negative,i mean realli get famou fish chip terribl,,,
"That said, our mouths and bellies were still quite pleased.",1,"['That', 'said', 'mouths', 'bellies', 'still', 'quite', 'pleased']",That said mouths bellies still quite pleased,,positive,that said mouth belli still quit pleas,,,
Not my thing.,0,"['Not', 'thing']",Not thing,,neutral,not thing,,,
2 Thumbs Up!!,1,"['2', 'Thumbs', 'Up']",Thumbs Up,,neutral,2 thumb up,,,
If you are reading this please don't go there.,0,"['If', 'reading', 'please', 'dont', 'go']",If reading please dont go,,neutral,if read pleas dont go,,,
"I loved the grilled pizza, reminded me of legit Italian pizza.",1,"['I', 'loved', 'grilled', 'pizza', 'reminded', 'legit', 'Italian', 'pizza']",loved grilled pizza reminded legit Italian pizza,,positive,i love grill pizza remind legit italian pizza,,,
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,"['Only', 'Pros', 'Large', 'seating', 'area', 'Nice', 'bar', 'area', 'Great', 'simple', 'drink', 'menu', 'The', 'BEST', 'brick', 'oven', 'pizza', 'homemade', 'dough']",Only Pros Large seating area Nice bar area Great simple drink menu The  brick oven pizza homemade dough,,positive,onli pro larg seat area nice bar area great simpl drink menu the best brick oven pizza homemad dough,simpl ,great ,homemad 
They have a really nice atmosphere.,1,"['They', 'really', 'nice', 'atmosphere']",They really nice atmosphere,,positive,they realli nice atmospher,,,
Tonight I had the Elk Filet special...and it sucked.,0,"['Tonight', 'I', 'Elk', 'Filet', 'specialand', 'sucked']",Tonight  Elk Filet specialand sucked,,neutral,tonight i elk filet specialand suck,,suck ,
"After one bite, I was hooked.",1,"['After', 'one', 'bite', 'I', 'hooked']",After one bite  hooked,,neutral,after one bite i hook,,,
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,"['We', 'ordered', 'old', 'classics', 'new', 'dishes', 'going', 'times', 'sorely', 'disappointed', 'everything']",We ordered old classics new dishes going times sorely disappointed everything,,negative,we order old classic new dish go time sore disappoint everyth,,time ,
"Cute, quaint, simple, honest.",1,"['Cute', 'quaint', 'simple', 'honest']",Cute quaint simple honest,,positive,cute quaint simpl honest,simpl ,,
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,"['The', 'chicken', 'deliciously', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",The chicken deliciously seasoned perfect fry outside moist chicken inside,,positive,the chicken delici season perfect fri outsid moist chicken insid,,,delici season perfect moist 
"The food was great as always, compliments to the chef.",1,"['The', 'food', 'great', 'always', 'compliments', 'chef']",The food great always compliments chef,,positive,the food great alway compliment chef,,great compliment ,
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,"['Special', 'thanks', 'Dylan', 'T', 'recommendation', 'order', 'All', 'yummy', 'tummy']",Special thanks Dylan  recommendation order All yummy tummy,,positive,special thank dylan t recommend order all yummi tummi,,,recommend yummi 
Awesome selection of beer.,1,"['Awesome', 'selection', 'beer']",Awesome selection beer,,positive,awesom select beer,,,
